station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
SPJC,2020-12-19 19:00,73.40,62.60,68.94,160.00,14.00,0.00,29.88,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 191900Z 16014KT 9999 BKN030 23/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-19 20:00,75.20,62.60,64.91,170.00,13.00,0.00,29.85,M,6.21,M,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 192000Z 17013KT 9999 SCT025 24/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-19 21:00,73.40,60.80,64.69,160.00,16.00,0.00,29.83,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 192100Z 16016KT 9999 FEW010 23/16 Q1010 NOSIG RMK PP000
SPJC,2020-12-19 22:00,71.60,62.60,73.27,170.00,16.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 192200Z 17016KT CAVOK 22/17 Q1010 NOSIG RMK TX23.9 PP000
SPJC,2020-12-19 23:00,69.80,62.60,77.90,160.00,18.00,0.00,29.83,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 192300Z 16018KT 9999 FEW012 21/17 Q1010 NOSIG RMK PP000
SPJC,2020-12-20 00:00,69.80,62.60,77.90,160.00,14.00,0.00,29.85,M,6.21,M,BKN,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 200000Z 16014KT 9999 BKN012 21/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 01:00,68.00,62.60,82.86,160.00,14.00,0.00,29.85,M,6.21,M,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 200100Z 16014KT 9999 SCT012 20/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 02:00,68.00,62.60,82.86,150.00,12.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 200200Z 15012KT CAVOK 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-20 03:00,68.00,62.60,82.86,150.00,13.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 200300Z 15013KT CAVOK 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-20 04:00,68.00,62.60,82.86,160.00,12.00,0.00,29.88,M,6.21,M,SCT,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 200400Z 16012KT 9999 SCT010 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-20 05:00,68.00,62.60,82.86,150.00,11.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 200500Z 15011KT 9999 BKN010 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-20 06:00,66.20,62.60,88.18,160.00,11.00,0.00,29.85,M,6.21,M,BKN,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 200600Z 16011KT 9999 BKN009 19/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 07:00,66.20,62.60,88.18,160.00,9.00,0.00,29.85,M,6.21,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 200700Z 16009KT 9999 OVC009 19/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 08:00,66.20,62.60,88.18,180.00,8.00,0.00,29.85,M,6.21,M,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 200800Z 18008KT 9999 SCT012 19/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 09:00,66.20,62.60,88.18,170.00,6.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 200900Z 17006KT CAVOK 19/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 10:00,64.40,62.60,93.88,180.00,8.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 201000Z 18008KT CAVOK 18/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 11:00,64.40,60.80,88.09,170.00,5.00,0.00,29.88,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201100Z 17005KT 9999 FEW015 18/16 Q1012 NOSIG RMK PP000
SPJC,2020-12-20 12:00,66.20,62.60,88.18,200.00,4.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,700.00,1200.00,M,M,M,M,M,M,M,M,M,M,SPJC 201200Z 20004KT 170V240 9999 SCT007 BKN012 19/17 Q1013 NOSIG RMK TN18.2 PP000
SPJC,2020-12-20 13:00,68.00,62.60,82.86,M,1.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201300Z VRB01KT 9999 OVC010 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-20 14:00,68.00,62.60,82.86,250.00,5.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201400Z 25005KT 180V290 9999 OVC011 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-20 15:00,69.80,62.60,77.90,250.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201500Z 25007KT 110V270 9999 OVC010 21/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-20 16:00,69.80,62.60,77.90,270.00,5.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201600Z 27005KT 200V320 9999 OVC011 21/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-20 17:00,71.60,62.60,73.27,220.00,6.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201700Z 22006KT 170V290 9999 BKN015 22/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-20 18:00,71.60,62.60,73.27,190.00,9.00,0.00,29.85,M,6.21,M,BKN,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201800Z 19009KT 160V220 9999 BKN013 22/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 19:00,71.60,62.60,73.27,190.00,10.00,0.00,29.85,M,6.21,M,BKN,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 201900Z 19010KT 150V210 9999 BKN012 22/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-20 20:00,71.60,62.60,73.27,180.00,11.00,0.00,29.83,M,6.21,M,SCT,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 202000Z 18011KT 9999 SCT013 22/17 Q1010 NOSIG RMK PP000
SPJC,2020-12-20 21:00,69.80,62.60,77.90,170.00,11.00,0.00,29.83,M,6.21,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 202100Z 17011KT 130V190 9999 BKN010 21/17 Q1010 NOSIG RMK PP000
SPJC,2020-12-20 22:00,68.00,62.60,82.86,160.00,14.00,0.00,29.83,M,6.21,M,BKN,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 202200Z 16014KT 9999 BKN009 20/17 Q1010 NOSIG RMK TMAX22.7 PP000
SPJC,2020-12-20 23:00,68.00,62.60,82.86,170.00,12.00,0.00,29.83,M,6.21,M,SCT,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 202300Z 17012KT 9999 SCT009 20/17 Q1010 NOSIG RMK PP000
SPJC,2020-12-21 00:00,68.00,62.60,82.86,160.00,13.00,0.00,29.85,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210000Z 16013KT 9999 FEW010 20/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-21 01:00,68.00,62.60,82.86,150.00,14.00,0.00,29.88,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210100Z 15014KT 9999 FEW010 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 02:00,68.00,62.60,82.86,150.00,13.00,0.00,29.88,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210200Z 15013KT 9999 FEW012 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 03:00,68.00,62.60,82.86,150.00,12.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210300Z 15012KT 9999 FEW012 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 04:00,68.00,62.60,82.86,150.00,13.00,0.00,29.91,M,6.21,M,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210400Z 15013KT 9999 SCT012 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 05:00,68.00,62.60,82.86,150.00,10.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,1200.00,3000.00,M,M,M,M,M,M,M,M,M,M,SPJC 210500Z 15010KT 9999 FEW012 SCT030 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 06:00,68.00,62.60,82.86,170.00,9.00,0.00,29.91,M,6.21,M,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210600Z 17009KT 9999 SCT025 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 07:00,66.20,60.80,82.74,160.00,9.00,0.00,29.88,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210700Z 16009KT 9999 BKN020 19/16 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 08:00,66.20,62.60,88.18,160.00,7.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210800Z 16007KT 9999 OVC019 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 09:00,66.20,62.60,88.18,170.00,6.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 210900Z 17006KT 9999 OVC019 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 10:00,66.20,62.60,88.18,170.00,5.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211000Z 17005KT 9999 OVC018 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 11:00,66.20,60.80,82.74,170.00,6.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211100Z 17006KT 9999 OVC018 19/16 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 12:00,68.00,60.80,77.75,150.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211200Z 15006KT 9999 OVC016 20/16 Q1013 NOSIG RMK TN19.1 PP000
SPJC,2020-12-21 13:00,68.00,62.60,82.86,180.00,4.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211300Z 18004KT 140V210 9999 OVC017 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 14:00,69.80,62.60,77.90,240.00,4.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211400Z 24004KT 170V300 9999 OVC017 21/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 15:00,71.60,60.80,68.75,250.00,8.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211500Z 25008KT 220V290 9999 OVC016 22/16 Q1014 NOSIG RMK PP000
SPJC,2020-12-21 16:00,71.60,60.80,68.75,210.00,8.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211600Z 21008KT 170V240 9999 OVC016 22/16 Q1014 NOSIG RMK PP000
SPJC,2020-12-21 17:00,71.60,62.60,73.27,210.00,8.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211700Z 21008KT 180V240 9999 BKN016 22/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-21 18:00,71.60,62.60,73.27,200.00,9.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211800Z 20009KT 150V250 9999 BKN017 22/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 19:00,71.60,60.80,68.75,190.00,10.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 211900Z 19010KT 160V220 9999 BKN017 22/16 Q1013 NOSIG RMK PP000
SPJC,2020-12-21 20:00,71.60,60.80,68.75,170.00,13.00,0.00,29.88,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 212000Z 17013KT 9999 BKN020 22/16 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 21:00,71.60,60.80,68.75,170.00,12.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 212100Z 17012KT 9999 BKN017 22/16 Q1012 NOSIG RMK PP000
SPJC,2020-12-21 22:00,71.60,60.80,68.75,170.00,13.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 212200Z 17013KT 9999 BKN016 22/16 Q1012 NOSIG RMK TX22.9 PP000
SPJC,2020-12-21 23:00,69.80,62.60,77.90,160.00,14.00,0.00,29.88,M,6.21,M,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 212300Z 16014KT 9999 SCT012 21/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-22 00:00,68.00,62.60,82.86,160.00,14.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220000Z 16014KT 9999 FEW012 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-22 01:00,69.80,62.60,77.90,150.00,12.00,0.00,29.91,M,6.21,M,SCT,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220100Z 15012KT 9999 SCT012 21/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-22 02:00,68.00,62.60,82.86,160.00,14.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220200Z 16014KT 9999 BKN012 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-22 03:00,68.00,62.60,82.86,150.00,13.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220300Z 15013KT 9999 BKN014 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-22 04:00,68.00,62.60,82.86,160.00,13.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220400Z 16013KT 9999 BKN015 20/17 Q1015 NOSIG RMK PP000
SPJC,2020-12-22 05:00,68.00,62.60,82.86,160.00,11.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,1100.00,1600.00,M,M,M,M,M,M,M,M,M,M,SPJC 220500Z 16011KT 9999 FEW011 BKN016 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-22 06:00,68.00,62.60,82.86,160.00,11.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,1100.00,1600.00,M,M,M,M,M,M,M,M,M,M,SPJC 220600Z 16011KT 9999 FEW011 BKN016 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-22 07:00,68.00,62.60,82.86,150.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220700Z 15008KT 9999 OVC017 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-22 08:00,68.00,62.60,82.86,170.00,7.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220800Z 17007KT 9999 OVC016 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-22 09:00,68.00,62.60,82.86,170.00,7.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 220900Z 17007KT 9999 OVC015 20/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-22 10:00,68.00,62.60,82.86,160.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 221000Z 16008KT 9999 OVC016 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-22 11:00,66.20,62.60,88.18,160.00,9.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 221100Z 16009KT 9999 OVC018 19/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-22 12:00,68.00,62.60,82.86,160.00,10.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 221200Z 16010KT 9999 OVC017 20/17 Q1013 NOSIG RMK TN19.4 PP000
SPJC,2020-12-22 13:00,68.00,62.60,82.86,170.00,9.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 221300Z 17009KT 9999 OVC016 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-22 14:00,69.80,62.60,77.90,160.00,9.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,1200.00,1800.00,M,M,M,M,M,M,M,M,M,M,SPJC 221400Z 16009KT 9999 FEW012 BKN018 21/17 Q1014 NOSIG RMK BIRD HAZARD RWY15 PP000
SPJC,2020-12-22 15:00,71.60,60.80,68.75,160.00,11.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,1400.00,2100.00,M,M,M,M,M,M,M,M,M,M,SPJC 221500Z 16011KT 9999 SCT014 BKN021 22/16 Q1014 NOSIG RMK BIRD HAZARD RWY15 PP000
SPJC,2020-12-22 16:00,71.60,62.60,73.27,160.00,12.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,1600.00,2100.00,M,M,M,M,M,M,M,M,M,M,SPJC 221600Z 16012KT 9999 SCT016 BKN021 22/17 Q1014 NOSIG RMK BIRD HAZARD RWY15 PP000
SPJC,2020-12-22 17:00,75.20,62.60,64.91,170.00,14.00,0.00,29.94,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 221700Z 17014KT 9999 BKN027 24/17 Q1014 NOSIG RMK BIRD HAZARD RWY15 PP000
SPJC,2020-12-22 18:00,71.60,60.80,68.75,180.00,13.00,0.00,29.91,M,6.21,M,SCT,SCT,M,M,2300.00,15000.00,M,M,M,M,M,M,M,M,M,M,SPJC 221800Z 18013KT 9999 SCT023 SCT150 22/16 Q1013 NOSIG RMK BIRD HAZARD RWY15 PP000
SPJC,2020-12-22 19:00,71.60,62.60,73.27,170.00,13.00,0.00,29.91,M,6.21,M,BKN,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 221900Z 17013KT 9999 BKN150 22/17 Q1013 NOSIG RMK BIRD HAZARD RWY15 PP000
SPJC,2020-12-22 20:00,69.80,62.60,77.90,170.00,13.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 222000Z 17013KT 9999 BKN011 21/17 Q1012 NOSIG RMK BIRD HAZARD RWY15 PP000
SPJC,2020-12-22 21:00,69.80,62.60,77.90,180.00,13.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 222100Z 18013KT 9999 BKN010 21/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-22 22:00,69.80,62.60,77.90,160.00,16.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 222200Z 16016KT 9999 BKN010 21/17 Q1012 NOSIG RMK TX23.7 PP000
SPJC,2020-12-22 23:00,69.80,62.60,77.90,160.00,16.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,800.00,1000.00,M,M,M,M,M,M,M,M,M,M,SPJC 222300Z 16016KT 9999 FEW008 BKN010 21/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-23 00:00,68.00,62.60,82.86,150.00,14.00,0.00,29.91,M,6.21,M,SCT,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230000Z 15014KT 9999 SCT013 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 01:00,69.80,62.60,77.90,160.00,13.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230100Z 16013KT 9999 BKN015 21/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 02:00,68.00,62.60,82.86,150.00,14.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230200Z 15014KT 9999 FEW013 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 03:00,68.00,62.60,82.86,160.00,13.00,0.00,29.91,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230300Z 16013KT 9999 FEW025 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 04:00,68.00,62.60,82.86,160.00,11.00,0.00,29.94,M,6.21,M,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230400Z 16011KT 9999 SCT025 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-23 05:00,68.00,62.60,82.86,160.00,10.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230500Z 16010KT 9999 BKN014 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 06:00,68.00,62.60,82.86,160.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230600Z 16008KT 9999 OVC014 20/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 07:00,66.20,62.60,88.18,170.00,9.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230700Z 17009KT 9999 OVC015 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-23 08:00,66.20,62.60,88.18,160.00,8.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 230800Z 16008KT 9999 OVC016 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-23 09:00,66.20,62.60,88.18,170.00,7.00,0.00,29.88,M,6.21,M,FEW,OVC,M,M,800.00,1300.00,M,M,M,M,M,M,M,M,M,M,SPJC 230900Z 17007KT 9999 FEW008 OVC013 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-23 10:00,66.20,62.60,88.18,170.00,8.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 231000Z 17008KT 9999 OVC015 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-23 11:00,66.20,62.60,88.18,170.00,6.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 231100Z 17006KT 9999 OVC014 19/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-23 12:00,66.20,62.60,88.18,170.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 231200Z 17007KT 9999 OVC015 19/17 Q1013 NOSIG RMK TN19.0 PP000
SPJC,2020-12-23 13:00,68.00,62.60,82.86,160.00,8.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 231300Z 16008KT 9999 OVC016 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-23 14:00,68.00,62.60,82.86,160.00,8.00,0.00,29.94,M,6.21,M,FEW,OVC,M,M,1000.00,1600.00,M,M,M,M,M,M,M,M,M,M,SPJC 231400Z 16008KT 9999 FEW010 OVC016 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-23 15:00,68.00,62.60,82.86,190.00,6.00,0.00,29.94,M,6.21,M,FEW,OVC,M,M,1000.00,1600.00,M,M,M,M,M,M,M,M,M,M,SPJC 231500Z 19006KT 160V220 9999 FEW010 OVC016 20/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-23 16:00,69.80,62.60,77.90,180.00,7.00,0.00,29.94,M,6.21,M,FEW,OVC,M,M,1200.00,1500.00,M,M,M,M,M,M,M,M,M,M,SPJC 231600Z 18007KT 9999 FEW012 OVC015 21/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-23 17:00,71.60,62.60,73.27,180.00,9.00,0.00,29.94,M,6.21,M,SCT,OVC,M,M,1200.00,1800.00,M,M,M,M,M,M,M,M,M,M,SPJC 231700Z 18009KT 9999 SCT012 OVC018 22/17 Q1014 NOSIG RMK PP000
SPJC,2020-12-23 18:00,71.60,62.60,73.27,180.00,11.00,0.00,29.91,M,6.21,M,SCT,OVC,M,M,1200.00,2000.00,M,M,M,M,M,M,M,M,M,M,SPJC 231800Z 18011KT 9999 SCT012 OVC020 22/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 19:00,71.60,62.60,73.27,170.00,13.00,0.00,29.91,M,6.21,M,FEW,OVC,M,M,1400.00,2200.00,M,M,M,M,M,M,M,M,M,M,SPJC 231900Z 17013KT 9999 FEW014 OVC022 22/17 Q1013 NOSIG RMK PP000
SPJC,2020-12-23 20:00,71.60,62.60,73.27,160.00,13.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,M,SPJC 232000Z 16013KT 9999 FEW015 BKN025 22/17 Q1012 NOSIG RMK PP000
SPJC,2020-12-23 21:00,71.60,62.60,73.27,170.00,14.00,0.00,29.85,M,6.21,M,FEW,BKN,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,M,SPJC 232100Z 17014KT 9999 FEW015 BKN025 22/17 Q1011 NOSIG RMK PP000
SPJC,2020-12-23 22:00,71.60,62.60,73.27,160.00,15.00,0.00,29.85,M,6.21,M,FEW,BKN,M,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,M,SPJC 232200Z 16015KT 9999 FEW015 BKN025 22/17 Q1011 NOSIG RMK TX22.4 PP000
SPJC,2020-12-23 23:00,69.80,62.60,77.90,160.00,15.00,0.00,29.85,M,6.21,M,FEW,BKN,M,M,1500.00,2300.00,M,M,M,M,M,M,M,M,M,M,SPJC 232300Z 16015KT 9999 FEW015 BKN023 21/17 Q1011 NOSIG RMK PP000
